comedian,tags,text
Greg Behrendt,airports,"There are many different kinds of assholes in the world. But there's one particular kind of asshole that you see at the airport that's so annoying, and that is the person that is dressed like the destination to which it is they are flying. Do you know what I'm saying? The people that wear what they think the native costume of the land is that their going to. We're going to Denver, and I swear to you, this motherfucker had a parka made of bears."
Greg Behrendt,,My wife's beautiful. That's why I married her. Because I want to see her every day.
Greg Behrendt,,Young people are gross with their faces and their hope.
Greg Behrendt,,The day you realize you don't have to make sense to anyone is the day you start to make sense to you.
Greg Behrendt,,I'm certain prison is pretty rough as it is but imagine if you were a murderer and a foodie!
Greg Behrendt,,"As a guy I never liked being told to call, which my wife really never does, and that’s why I call her as often as I do."
Greg Behrendt,,"I mean, I feel like you can kill the same bird with both stones."
Greg Behrendt,,"When we’re picking someone who we want to spend a lot of time with, even perhaps for the rest of our lives, we generally try to pick someone who likes to do the things we like to do."
Greg Behrendt,,"If we’re friends with someone and attracted to them, we’re going to want to take it further."
Greg Behrendt,,"If you can find him, then he can find you. If he wants to find you, he will."
Greg Behrendt,,"Every time you see him, you only make yourself vulnerable to further heartache. Do you really need further proof that he’s getting on with his life without you?"
Greg Behrendt,dreams,It`s your version of whatever that is. We use those words because they are kind of empowering. Try to get back into your life and get back on track with dreams you have. There`s nothing more attractive than a person who likes herself.
Greg Behrendt,dreams,It`s the prettiest place on the planet. My childhood was like a dream. It`s like the last Mayberry.
Greg Behrendt,,Send her a quick note while you`re stuck in a long meeting. A lighthearted chat definitely makes the time go faster.
Greg Behrendt,,I always tell people it's funny that they think I'm a relationship expert because my two books are about getting out of relationships.
Greg Behrendt,,"Good enough to tweet, not to say."
Greg Behrendt,,"If my father is walking around going, 'Mmm, pussy,' he's thinking about eating the cat."
Greg Behrendt,,"When you're in your 20s and 30s and you drop some weight, people notice, they're nice about it. They're like, 'Hey man, you look good!' But when you're in your 40s and you lose weight, people are like, 'You doin' all right?'"
Greg Behrendt,,"I want you to be yourself, but not with other dudes."
Greg Behrendt,,"We're taught that in life, we should try to look on the bright side. Not in this case. In this case, assume rejection first. Assume you're the rule, not the exception. It's liberating. But we also know it's not an easy concept."
Greg Behrendt,dreams,"If you sell things over the phone, the dream went awry somewhere, and you're working in a sweat box trying to make quota so you can buy some speed."
Greg Behrendt,,"At this point in time, that's like saying you're not 'into the phone.'"
Greg Behrendt,,"So, I play in a band. It's a really underground band. Super underground. Very underground. Like, we don't even actually play."
Greg Behrendt,,"He's the badass of the group - like if they get into some kind of Scooby-Doo scrape, he's the one that's gonna get them out."
Greg Behrendt,,"My buddy Tom... he'd been chasing a girl for two years, and he got her the old-fashioned way - dates and listening."
Greg Behrendt,,Most comics worship music on some level. It's more rock-n-roll to get up there for an hour and make people laugh.
Greg Behrendt,,People say get a job doing something you love. So far no one has offered to hire me to eat Whoppers with a switchblade.
Greg Behrendt,,Most people don't want to leave their wife and children behind but many people seem to want to take leave of themselves.
Greg Behrendt,,"There are three kinda men in the world. There's men that own rope,  men that use eye creme, and that dude from Nickleback."
Greg Behrendt,,"So, I'm 34. I'm kind of becoming an adult - kind of, I guess. But I know that I am because, the other day, I said to somebody, 'Dude, dude, don't - those are the good plates.'"
Greg Behrendt,,"I'm just saying, tonight, if you're going through a breakup and you're drinking, don't call. Just don't do it. Don't call. Because here's the thing: booze has information in it!"
Greg Behrendt,,"If you open up the hood and start talking about, 'That's got a dual-head-cammy,' you might as well say, 'Banana, banana, banana.' I don't know what the fuck you're talking about."
Greg Behrendt,,Alone also means available for someone outstanding.
Greg Behrendt,,"When it comes to men, deal with them as they are, not how you’d like them to be."
Greg Behrendt,,Because here’s what guys don’t do if they can’t live without you: they don’t break up with you.
Greg Behrendt,,There will never be a good time financially to get married unless you're Shaq or Ray Romano. But somehow people manage. If your man is using money as an excuse not to marry you its your relationship that's insecure not his bank account.
Greg Behrendt,girlfriends,First of all never buy a man a plasma TV until youre married. A lot of men once they have a plasma TV they don't need a girlfriend.
Greg Behrendt,,"Be yourself. If something you do doesn't work, don't do it the next time. Listen to yourself - you know what appropriate behavior is."
Greg Behrendt,basketball,My daughter genuinely asked me to hand her the basketball bat. I might be failing as a father.
Greg Behrendt,,Life is hard enough as it is without choosing someone difficult to share it with.
Greg Behrendt,,"Here's something else to think about: calling when you say you're going to is the very first brick in the house you are building of love and trust. If he can't lay this one stupid brick down, you ain't never gonna have a house baby, and it's cold outside."
Greg Behrendt,,"Let’s start with this statistic: You are delicious. Be brave, my sweet. I know you can get lonely. I know you can crave companionship and sex and love so badly that it physically hurts. But I truly believe that the only way you can find out that there’s something better out there is to first believe there’s something better out there. What other choice is there?"
